"motusRecvID","recvProjectID","receiverID","receiverType","recvDeployID","deploymentStatus","deploymentName","dtStart","dtEnd","tsStart","tsEnd","latitude","longitude","elevation","isMobile","macAddress","location_precision"
"1339","75","SG-4001BBBK1790","SENSORGNOME","2386","terminated","Ruby's","2015-07-31 02:08:00 +00:00","2015-09-17 00:00:00 +00:00","1438308480","1442448000","62.89072000","-143.68170000","","","0","Exact"
"1389","75","SG-3214BBBK8444","SENSORGNOME","2466","terminated","Nabesna","2015-07-30 00:00:00 +00:00","2015-09-16 00:00:00 +00:00","1438214400","1442361600","62.50145000","-143.15200000","","","0","Exact"
"1390","75","SG-3214BBBK6425","SENSORGNOME","2467","terminated","Chitina","2015-07-30 02:09:00 +00:00","2015-09-14 00:00:00 +00:00","1438222140","1442188800","61.52237000","-144.35060000","","","0","Exact"
"1391","75","SG-3214BBBK8453","SENSORGNOME","2468","terminated","Kenny Lake","2015-07-29 02:10:00 +00:00","2015-09-14 00:00:00 +00:00","1438135799.9999998","1442188800","61.67597000","-144.69100000","","","0","Exact"
"1392","75","SG-3214BBBK8447","SENSORGNOME","2470","terminated","Park HQ","2015-07-29 02:10:00 +00:00","2015-09-15 00:00:00 +00:00","1438135799.9999998","1442275200","62.02483000","-145.37190000","","","0","Exact"
"1414","75","SG-3214BBBK6472","SENSORGNOME","2542","terminated","Mentasta Lakeside","2015-07-31 01:53:00 +00:00","2015-09-17 00:00:00 +00:00","1438307580","1442448000","62.88300000","-143.67870000","","","0","Exact"
"2014","75","SG-3214BBBK8690","SENSORGNOME","3795","terminated","Tanada Lake","2015-08-12 00:00:00 +00:00","2015-09-12 00:00:00 +00:00","1439337600","1442016000","62.41635000","-143.36635000","","","0","Exact"
"1535","76","SG-4414BBBK0693","SENSORGNOME","2794","terminated","FG1","2015-04-18 12:00:00 +00:00","2015-05-21 16:00:00 +00:00","1429358400","1432224000","54.18500200","7.88165600","","","0","Exact"
"1535","76","SG-4414BBBK0693","SENSORGNOME","2798","terminated","FG1fall","2015-09-07 12:00:00 +00:00","2015-10-11 16:00:00 +00:00","1441627200","1444579200","54.18504400","7.88169100","","","0","Exact"
"1535","76","SG-4414BBBK0693","SENSORGNOME","2947","terminated","FG1_2016","2016-04-08 15:35:00 +00:00","2016-08-28 08:30:00 +00:00","1460129700","1472373000","54.18504400","7.88169100","","","0","Exact"
"1536","76","SG-4414BBBK0722","SENSORGNOME","2948","terminated","ML1_2016","2016-04-08 15:37:00 +00:00","2016-11-25 12:00:00 +00:00","1460129820","1480075200","54.17822700","7.88732200","","","0","Exact"
"1536","76","SG-4414BBBK0722","SENSORGNOME","2799","terminated","ML1fall","2015-09-07 12:00:00 +00:00","2015-10-11 16:00:00 +00:00","1441627200","1444579200","54.17822700","7.88732200","","","0","Exact"
"1536","76","SG-4414BBBK0722","SENSORGNOME","2795","terminated","ML1","2015-04-18 12:00:00 +00:00","2015-05-21 16:00:00 +00:00","1429358400","1432224000","54.17822600","7.88728300","","","0","Exact"
