motusRecvID,recvProjectID,receiverID,recvDeployID,port,radioType,antennaType,bearing,tilt,polBearing,polTilt,heightMeters,filter,cableLengthMeters,cableType,mountDistanceMeters,mountBearing,details,elevationAngle,polarization1,polarization2,deploymentStatus
1257,54,SG-3214BBBK7267,3112,3,,yagi-9,113,,,,,,,,,,,,,,terminated
1257,54,SG-3214BBBK7267,3112,5,,yagi-9,240,,,,,,,,,,,,,,terminated
1258,54,SG-3214BBBK8465,2213,1,,custom,345,,,,10,,,,,,,,,,terminated
1258,54,SG-3214BBBK8465,2213,3,,custom,205,,,,10,,,,,,,,,,terminated
1259,54,SG-3214BBBK8617,2249,1,,custom,260,,,,,,,,,,,,,,terminated
1259,54,SG-3214BBBK8617,2249,3,,custom,50,,,,,,,,,,,,,,terminated
1259,54,SG-3214BBBK8617,2856,2,,custom,260,,,,,,,,,,,,,,terminated
1259,54,SG-3214BBBK8617,2856,4,,custom,50,,,,,,,,,,,,,,terminated
1260,54,SG-3214BBBK8684,2215,1,,custom,80,,,,,,,,,,,,,,terminated
1260,54,SG-3214BBBK8684,2215,7,,custom,240,,,,,,,,,,,,,,terminated
1261,54,SG-3214BBBK8708,2216,1,,custom,320,,,,33,,,,,,,,,,terminated
1261,54,SG-3214BBBK8708,2216,3,,custom,80,,,,33,,,,,,,,,,terminated
1261,54,SG-3214BBBK8708,2216,5,,custom,200,,,,33,,,,,,,,,,terminated
1262,54,SG-3214BBBK9625,2218,1,,custom,0,,,,,,,,,,,,,,terminated
1262,54,SG-3214BBBK9625,2763,5,,custom,0,,,,2,,,,,,,,,,terminated
1263,11,SG-1814BBBK0810,2219,1,,yagi-9,56,,,,24,,,,,,,,,,terminated
1263,11,SG-1814BBBK0810,2219,2,,yagi-9,338,,,,23.8,,,,,,,,,,terminated
1263,11,SG-1814BBBK0810,2219,3,,yagi-9,270,,,,23.6,,,,,,,,,,terminated
1264,54,SG-3614BBBK3329,2221,1,,custom,340,,,,10,,,,,,,,,,terminated
1264,54,SG-3614BBBK3329,2221,3,,custom,90,,,,10,,,,,,,,,,terminated
1265,11,SG-1814BBBK0404,2222,1,,yagi-9,66,,,,6,,,,,,,,,,terminated
1265,11,SG-1814BBBK0404,2222,2,,yagi-9,186,,,,5.8,,,,,,,,,,terminated
1265,11,SG-1814BBBK0404,2222,3,,yagi-9,308,,,,5.6,,,,,,,,,,terminated
1265,11,SG-1814BBBK0404,3682,1,,yagi-5,116,,,,12,,,RW5/30 RG-8,,,,,,,terminated
1265,11,SG-1814BBBK0404,3682,2,,yagi-5,296,,,,11.8,,,RW5/30 RG-8,,,,,,,terminated
1266,54,SG-4001BBBK1680,2223,1,,custom,130,,,,36,,,,,,,,,,terminated
1266,54,SG-4001BBBK1680,2223,3,,custom,260,,,,36,,,,,,,,,,terminated
1267,54,SG-4002BBBK0090,2224,1,,custom,145,,,,10,,,,,,,,,,terminated
1267,54,SG-4002BBBK0090,2224,3,,custom,265,,,,10,,,,,,,,,,terminated
1268,54,SG-4002BBBK1270,2225,1,,custom,82,,,,10,,,,,,,,,,terminated
1268,54,SG-4002BBBK1270,2225,3,,custom,300,,,,10,,,,,,,,,,terminated
1269,54,SG-4002BBBK2650,2227,1,,custom,326,,,,10,,,,,,,,,,terminated
1269,54,SG-4002BBBK2650,2227,3,,custom,80,,,,10,,,,,,,,,,terminated
1270,54,SG-5113BBBK2668,2230,1,,custom,204,,,,,,,,,,,,,,terminated
1270,54,SG-5113BBBK2668,2230,3,,custom,158,,,,,,,,,,,,,,terminated
1271,54,SG-5113BBBK3180,2231,1,,custom,310,,,,10,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,2271,1,,yagi-9,75,,,,4,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,2271,2,,yagi-9,270,,,,3.8,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,2271,3,,yagi-9,180,,,,3.6,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,2971,1,,yagi-9,280,,,,5,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,2971,2,,yagi-9,100,,,,4.8,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,2971,3,,yagi-9,170,,,,4.6,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,3287,1,,yagi-9,280,,,,5,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,3287,2,,yagi-9,70,,,,4.8,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,3287,3,,yagi-9,170,,,,4.6,,,,,,,,,,terminated
1273,2,SG-4000BBBK9350,3573,1,,yagi-9,280,,,,5,,,,,,,,,,deployed
1273,2,SG-4000BBBK9350,3573,2,,yagi-9,70,,,,4.8,,,,,,,,,,deployed
1275,61,SG-4001BBBK7590,2275,1,,yagi-9,50,,,,6,,,,,,,,,,terminated
1275,61,SG-4001BBBK7590,2275,2,,yagi-9,140,,,,5.8,,,,,,,,,,terminated
1276,61,SG-4002BBBK2530,2276,1,,yagi-9,95,,,,4,,,,,,,,,,terminated
1276,61,SG-4002BBBK2530,2276,2,,yagi-9,190,,,,3.8,,,,,,,,,,terminated
1277,61,SG-4001BBBK0350,2277,1,,yagi-9,180,,,,6,,,,,,,,,,terminated
1277,61,SG-4001BBBK0350,2277,2,,yagi-9,270,,,,5.8,,,,,,,,,,terminated
1278,61,SG-4001BBBK2380,2278,1,,yagi-9,15,,,,6,,,,,,,,,,terminated
1278,61,SG-4001BBBK2380,2278,2,,yagi-9,300,,,,5.8,,,,,,,,,,terminated
1279,65,SG-3214BBBK5917,2279,1,,yagi-9,250,,,,,,,,,,,,,,terminated
1279,65,SG-3214BBBK5917,2279,2,,yagi-9,142,,,,,,,,,,,,,,terminated
1279,65,SG-3214BBBK5917,2279,3,,yagi-9,18,,,,,,,,,,,,,,terminated
1280,26,SG-4001BBBK1660,2280,1,,omni-mast,,,,,6,,,,,,,,,,terminated
1280,26,SG-4001BBBK1660,2280,2,,omni-mast,,,,,5.8,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,2291,1,,yagi-9,10,,,,6,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,2291,2,,yagi-9,170,,,,5.8,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,2291,3,,yagi-9,90,,,,5.6,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,3102,1,,yagi-9,10,,,,6,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,3102,2,,yagi-9,170,,,,5.8,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,3102,3,,yagi-9,190,,,,5.6,,,,,,,,,,terminated
1281,38,SG-2814BBBK1186,3102,4,,omni-whip,,,,,6,,,,,,,,,,terminated
1282,1,SG-3214BBBK4137,2292,1,,yagi-9,100,,,,13,,,,,,,,,,deployed
1282,1,SG-3214BBBK4137,2292,2,,yagi-9,280,,,,13,,,,,,,,,,deployed
1282,1,SG-3214BBBK4137,2292,3,,yagi-9,190,,,,6,,,,,,,,,,deployed
1283,1,SG-1614BBBK1609,2293,1,,yagi-9,345,,,,7,,12.1,RG213,,,,,,,terminated
1283,1,SG-1614BBBK1609,2293,2,,yagi-9,240,,,,6.5,,12.1,RG213,,,,,,,terminated
1283,1,SG-1614BBBK1609,2293,3,,yagi-9,120,,,,6,,12.1,RG213,,,,,,,terminated
1283,1,SG-1614BBBK1609,3127,1,,yagi-9,270,,,,7,,,,,,,,,,deployed
1283,1,SG-1614BBBK1609,3127,2,,yagi-9,90,,,,6.8,,,,,,,,,,deployed
1283,1,SG-1614BBBK1609,3127,3,,yagi-9,180,,,,6.6,,,,,,,,,,deployed
1284,67,SG-5113BBBK2818,2294,1,,yagi-5,130,,,,,,,,6.1,,,,,,terminated
1284,67,SG-5113BBBK2818,2294,2,,yagi-5,40,,,,,,,,6.1,,,,,,terminated
1284,67,SG-5113BBBK2818,2294,3,,yagi-5,320,,,,,,,,6.1,,,,,,terminated
1287,26,SG-4001BBBK1950,2300,1,,yagi-9,340,,,,6,,,,,,,,,,terminated
1287,26,SG-4001BBBK1950,2300,2,,yagi-9,75,,,,5.8,,,,,,,,,,terminated
1287,26,SG-4001BBBK1950,2300,3,,yagi-9,185,,,,5.6,,,,,,,,,,terminated
1288,26,SG-4001BBBK2010,2301,1,,omni-mast,90,,,,,,,,,,,,,,terminated
1288,26,SG-4001BBBK2010,2301,2,,omni-mast,335,,,,,,,,,,,,,,terminated
1288,26,SG-4001BBBK2010,2730,1,,omni-mast,160,,,,6,,,,,,,,,,terminated
1288,26,SG-4001BBBK2010,2730,2,,omni-mast,250,,,,5.8,,,,,,,,,,terminated
1289,26,SG-4001BBBK2330,2302,1,,yagi-9,55,,,,15,,,,,,,,,,terminated
1289,26,SG-4001BBBK2330,2302,2,,yagi-9,90,,,,14.8,,,,,,,,,,terminated
1289,26,SG-4001BBBK2330,2302,3,,yagi-9,150,,,,14.6,,,,,,,,,,terminated
1289,26,SG-4001BBBK2330,3037,1,,yagi-9,70,,,,15,,,,,,,,,,terminated
1289,26,SG-4001BBBK2330,3037,2,,yagi-9,80,,,,14.8,,,,,,,,,,terminated
1289,26,SG-4001BBBK2330,3037,3,,yagi-9,160,,,,14.6,,,,,,,,,,terminated
1290,26,SG-4001BBBK8700,2303,1,,yagi-9,50,,,,6,,,,,,,,,,terminated
1290,26,SG-4001BBBK8700,2303,2,,yagi-9,155,,,,5.8,,,,,,,,,,terminated
1290,26,SG-4001BBBK8700,2303,3,,yagi-9,305,,,,5.6,,,,,,,,,,terminated
1291,26,SG-4000BBBK9170,2304,1,,yagi-9,40,,,,6,,,,,,,,,,terminated
1291,26,SG-4000BBBK9170,2304,2,,yagi-9,0,,,,5.8,,,,,,,,,,terminated
1291,26,SG-4000BBBK9170,2304,3,,yagi-9,275,,,,5.6,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,2320,1,,yagi-9,300,,,,6,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,2320,2,,yagi-9,110,,,,5.8,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,2320,3,,yagi-9,200,,,,5.6,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,3038,1,,yagi-9,300,,,,6,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,3038,2,,yagi-9,110,,,,5.8,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,3038,3,,yagi-9,200,,,,5.6,,,,,,,,,,terminated
1292,2,SG-4000BBBK9330,3643,1,,yagi-9,300,,,,6,,,,,,,,,,deployed
1292,2,SG-4000BBBK9330,3643,2,,yagi-9,110,,,,5.8,,,,,,,,,,deployed
1293,2,SG-4000BBBK9550,2317,1,,yagi-9,15,,,,8,,,,,,,,,,terminated
1293,2,SG-4000BBBK9550,2317,2,,yagi-9,300,,,,7.8,,,,,,,,,,terminated
1293,2,SG-4000BBBK9550,3035,1,,yagi-9,20,,,,7,,,,,,,,,,terminated
1293,2,SG-4000BBBK9550,3035,2,,yagi-9,300,,,,6.8,,,,,,,,,,terminated
1293,2,SG-4000BBBK9550,3290,1,,yagi-9,0,,,,,,,,7,,,,,,deployed
1293,2,SG-4000BBBK9550,3290,2,,yagi-9,270,,,,,,,,6.8,,,,,,deployed
1294,2,SG-4001BBBK1750,2318,1,,yagi-9,10,,,,6,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2318,2,,yagi-9,70,,,,5.8,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2318,3,,yagi-9,145,,,,5.6,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2715,1,,yagi-9,10,,,,4,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2715,2,,yagi-9,70,,,,3.8,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2715,3,,yagi-9,145,,,,3.6,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2966,1,,yagi-9,10,,,,6,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2966,2,,yagi-9,70,,,,5.8,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,2966,3,,yagi-9,145,,,,5.6,,,,,,,,,,terminated
1294,2,SG-4001BBBK1750,3646,1,,yagi-9,10,,,,,,,,,,,,,,deployed
1294,2,SG-4001BBBK1750,3646,2,,yagi-9,70,,,,,,,,,,,,,,deployed
1295,2,SG-4002BBBK1980,2319,1,,yagi-9,340,,,,6,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,2319,2,,yagi-9,220,,,,5.8,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,2319,3,,yagi-9,85,,,,5.6,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,2700,1,,yagi-9,340,,,,4,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,2700,2,,yagi-9,220,,,,3.8,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,2700,3,,yagi-9,85,,,,3.6,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,3039,1,,yagi-9,340,,,,6,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,3039,2,,yagi-9,220,,,,5.8,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,3039,3,,yagi-9,85,,,,5.6,,,,,,,,,,terminated
1295,2,SG-4002BBBK1980,3568,2,,yagi-9,220,,,,4,,,,,,,,,,deployed
1295,2,SG-4002BBBK1980,3568,3,,yagi-9,85,,,,3.8,,,,,,,,,,deployed
1296,63,SG-3214BBBK6346,2325,1,,yagi-9,180,,,,,,,,,,,,,,pending
1296,63,SG-3214BBBK6346,2325,2,,yagi-9,120,,,,,,,,,,,,,,pending
1296,63,SG-3214BBBK6346,2325,3,,yagi-9,240,,,,,,,,,,,,,,pending
1296,63,SG-3214BBBK6346,3547,1,,yagi-9,360,,,,,,,,,,,,,,deployed
1296,63,SG-3214BBBK6346,3547,2,,yagi-9,240,,,,,,,,,,,,,,deployed
1296,63,SG-3214BBBK6346,3547,3,,yagi-9,120,,,,,,,,,,,,,,deployed
1297,1,SG-1614BBBK1807,2326,1,,yagi-5,50,,,,20,,7.62,RG58,,,,,,,terminated
1297,1,SG-1614BBBK1807,2326,2,,yagi-9,320,,,,20,,7.62,RG58,,,,,,,terminated
1297,1,SG-1614BBBK1807,2326,3,,yagi-9,140,,,,20,,7.62,RG58,,,,,,,terminated
1297,1,SG-1614BBBK1807,2326,4,,yagi-5,185,,,,20,,7.62,RG58,,,,,,,terminated
1297,1,SG-1614BBBK1807,3121,1,,yagi-5,50,,,,30,,7.62,RG58,,,,,,,deployed
1297,1,SG-1614BBBK1807,3121,2,,yagi-9,320,,,,30,,7.62,RG58,,,,,,,deployed
1297,1,SG-1614BBBK1807,3121,3,,yagi-9,140,,,,30,,7.62,RG58,,,,,,,deployed
1297,1,SG-1614BBBK1807,3121,4,,yagi-5,185,,,,30,,7.62,RG58,,,,,,,deployed
1298,1,SG-4002BBBK1670,2327,1,,yagi-9,60,,,,6,,,,,,,,,,terminated
1298,1,SG-4002BBBK1670,2327,2,,yagi-9,255,,,,5.8,,,,,,,,,,terminated
1298,1,SG-4002BBBK1670,2327,3,,yagi-9,180,,,,5.6,,,,,,,,,,terminated
1299,65,SG-3214BBBK8710,2328,1,,yagi-9,165,,,,,,,,,,,,,,deployed
1299,65,SG-3214BBBK8710,2328,2,,yagi-9,60,,,,,,,,,,,,,,deployed
1299,65,SG-3214BBBK8710,2328,3,,yagi-9,300,,,,,,,,,,,,,,deployed
1300,26,SG-4002BBBK0110,2330,1,,yagi-9,55,,,,6,,,,,,,,,,terminated
1300,26,SG-4002BBBK0110,2330,2,,yagi-9,75,,,,5.8,,,,,,,,,,terminated
1300,26,SG-4002BBBK0110,2330,3,,yagi-9,240,,,,5.6,,,,,,,,,,terminated
1301,26,SG-4002BBBK1630,2331,1,,yagi-9,295,,,,6,,,,,,,,,,terminated
1301,26,SG-4002BBBK1630,2331,2,,yagi-9,355,,,,5.8,,,,,,,,,,terminated
1301,26,SG-4002BBBK1630,2331,3,,yagi-9,230,,,,5.6,,,,,,,,,,terminated
1302,26,SG-4002BBBK9340,2332,1,,yagi-9,30,,,,6,,,,,,,,,,terminated
1302,26,SG-4002BBBK9340,2332,2,,yagi-9,80,,,,5.8,,,,,,,,,,terminated
1302,26,SG-4002BBBK9340,2332,3,,yagi-9,115,,,,5.6,,,,,,,,,,terminated
1309,1,SG-3214BBBK1015,2341,1,,yagi-9,0,,,,6,,,,,,,,,,terminated
1309,1,SG-3214BBBK1015,2341,2,,yagi-9,240,,,,5.8,,,,,,,,,,terminated
1309,1,SG-3214BBBK1015,2341,3,,yagi-9,120,,,,5.6,,,,,,,,,,terminated
1309,1,SG-3214BBBK1015,3692,1,,yagi-9,0,,,,6,,,,,,,,,,deployed
1309,1,SG-3214BBBK1015,3692,2,,yagi-9,240,,,,5.8,,,,,,,,,,deployed
1310,1,SG-2814BBBK0385,2342,1,,yagi-9,340,,,,6,,,,,,,,,,terminated
1310,1,SG-2814BBBK0385,2342,2,,yagi-9,220,,,,5.8,,,,,,,,,,terminated
1310,1,SG-2814BBBK0385,2342,3,,yagi-9,100,,,,5.6,,,,,,,,,,terminated
1314,47,SG-3214BBBK0604,3456,1,,yagi-9,69,,,,7,,,,,,,,,,terminated
1314,47,SG-3214BBBK0604,3456,2,,yagi-9,330,,,,6.5,,,,,,,,,,terminated
1314,47,SG-3214BBBK0604,3456,3,,yagi-9,196,,,,6,,,,,,,,,,terminated
1314,47,SG-3214BBBK0604,3459,1,,yagi-9,38,,,,7,,,,,,,,,,terminated
1314,47,SG-3214BBBK0604,3459,2,,yagi-9,208,,,,6.5,,,,,,,,,,terminated
1314,47,SG-3214BBBK0604,3459,3,,yagi-9,296,,,,6,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,2351,1,,yagi-9,91,,,,7.5,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,2351,2,,yagi-9,340,,,,7,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,2351,3,,yagi-9,190,,,,6.5,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,2591,1,,yagi-9,240,,,,4,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,2591,2,,yagi-9,225,,,,3.5,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,2591,3,,yagi-9,40,,,,3,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,3457,1,,yagi-9,240,,,,4,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,3457,2,,yagi-9,225,,,,3.5,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,3457,3,,yagi-9,40,,,,3,,,,,,,,,,terminated
1315,47,SG-3214BBBK1004,3458,1,,yagi-9,91,,,,7.5,,,,,,,,,,pending
1315,47,SG-3214BBBK1004,3458,2,,yagi-9,340,,,,7,,,,,,,,,,pending
1315,47,SG-3214BBBK1004,3458,3,,yagi-9,190,,,,6.5,,,,,,,,,,pending
1316,47,SG-3214BBBK6435,2352,1,,yagi-9,330,,,,7.5,,,,,,,,,,terminated
1316,47,SG-3214BBBK6435,2352,2,,yagi-9,60,,,,7,,,,,,,,,,terminated
1316,47,SG-3214BBBK6435,2352,3,,yagi-9,150,,,,6.5,,,,,,,,,,terminated
1316,47,SG-3214BBBK6435,2592,1,,yagi-9,135,,,,7,,,,,,,,,,terminated
1316,47,SG-3214BBBK6435,2592,2,,yagi-9,200,,,,6.5,,,,,,,,,,terminated
1316,47,SG-3214BBBK6435,2592,3,,yagi-9,265,,,,6,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2353,1,,yagi-9,204,,,,7,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2353,2,,yagi-9,238,,,,6.5,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2353,3,,yagi-9,22,,,,6,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2593,1,,yagi-9,5,,,,7,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2593,2,,yagi-9,48,,,,6.5,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2593,3,,yagi-9,140,,,,6,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2594,1,,yagi-9,5,,,,7,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2594,2,,yagi-9,48,,,,6.5,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2594,3,,yagi-9,140,,,,6,,,,,,,,,,terminated
1317,47,SG-4001BBBK2220,2627,1,,yagi-9,48,,,,7,,,x,,,,,,,terminated
1317,47,SG-4001BBBK2220,2627,2,,yagi-9,140,,,,6.5,,,x,,,,,,,terminated
1317,47,SG-4001BBBK2220,2627,3,,yagi-9,5,,,,6,,,x,,,,,,,terminated
1318,64,Lotek-8207,2354,1,,yagi-9,0,,,,9,,,RG-58,,,,,,,terminated
1318,64,Lotek-8207,2354,2,,yagi-9,180,,,,9,,,RG-58,,,,,,,terminated
1318,64,Lotek-8207,2406,1,,yagi-9,180,,,,9,,,RG-58,,,,,,,terminated
1318,64,Lotek-8207,2406,2,,yagi-9,0,,,,9,,,RG-58,,,,,,,terminated
1318,64,Lotek-8207,2476,1,,yagi-9,90,,,,10,,,,,,,,,,terminated
1318,64,Lotek-8207,2476,2,,yagi-9,270,,,,10,,,,,,,,,,terminated
1318,64,Lotek-8207,2480,1,,yagi-9,0,,,,10,,,,,,,,,,terminated
1318,64,Lotek-8207,2480,2,,yagi-9,180,,,,10,,,,,,,,,,terminated
1318,64,Lotek-8207,2907,1,,yagi-9,225,,,,9,,,RG-58,,,,,,,deployed
1318,64,Lotek-8207,2907,2,,yagi-9,45,,,,9,,,RG-58,,,,,,,deployed
1319,64,Lotek-8203,2371,1,,yagi-9,45,,,,9,,,RG-58,,,,,,,terminated
1319,64,Lotek-8203,2371,2,,yagi-9,225,,,,9,,,RG-58,,,,,,,terminated
1319,64,Lotek-8203,2408,1,,yagi-9,225,,,,9,,,RG-58,,,,,,,terminated
1319,64,Lotek-8203,2408,2,,yagi-9,45,,,,9,,,RG-58,,,,,,,terminated
1319,64,Lotek-8203,2475,1,,yagi-9,142,,,,10,,,,,,,,,,terminated
1319,64,Lotek-8203,2475,2,,yagi-9,330,,,,10,,,,,,,,,,terminated
1319,64,Lotek-8203,2490,1,,yagi-9,30,,,,10,,,,,,,,,,terminated
1319,64,Lotek-8203,2490,2,,yagi-9,210,,,,10,,,,,,,,,,terminated
1319,64,Lotek-8203,2914,1,,yagi-9,180,,,,9,,,RG-58,,,,,,,deployed
1319,64,Lotek-8203,2914,2,,yagi-9,0,,,,9,,,RG-58,,,,,,,deployed
1320,64,Lotek-6343,2409,1,,yagi-9,0,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2409,2,,yagi-9,180,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2409,3,,yagi-9,270,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2409,4,,yagi-9,90,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2410,1,,yagi-9,18,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2410,2,,yagi-9,58,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2410,3,,yagi-9,108,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2410,4,,yagi-9,196,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2410,5,,yagi-9,236,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2410,6,,yagi-9,306,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2492,1,,yagi-9,270,,,,9,,,,,,,,,,terminated
1320,64,Lotek-6343,2492,2,,yagi-9,90,,,,9,,,,,,,,,,terminated
1320,64,Lotek-6343,2492,3,,yagi-9,0,,,,10,,,,,,,,,,terminated
1320,64,Lotek-6343,2492,4,,yagi-9,180,,,,10,,,,,,,,,,terminated
1320,64,Lotek-6343,2893,1,,yagi-9,0,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2893,2,,yagi-9,180,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2893,3,,yagi-9,90,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2893,4,,yagi-9,270,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2915,1,,yagi-9,90,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2915,2,,yagi-9,270,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2915,3,,yagi-9,180,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,2915,4,,yagi-9,0,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,3117,1,,yagi-9,25,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,3117,2,,yagi-9,205,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,3117,3,,yagi-9,130,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,3117,4,,yagi-9,310,,,,9,,,RG-58,,,,,,,terminated
1320,64,Lotek-6343,3118,1,,yagi-9,55,,,,9,,,RG-58,,,,,,,deployed
1320,64,Lotek-6343,3118,2,,yagi-9,235,,,,9,,,RG-58,,,,,,,deployed
1320,64,Lotek-6343,3118,3,,yagi-9,130,,,,9,,,RG-58,,,,,,,deployed
1320,64,Lotek-6343,3118,4,,yagi-9,310,,,,9,,,RG-58,,,,,,,deployed
1321,64,Lotek-6347,2374,1,,yagi-9,315,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2374,2,,yagi-9,45,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2374,3,,yagi-9,90,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2374,4,,yagi-9,270,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2411,1,,yagi-9,0,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2411,2,,yagi-9,180,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2411,3,,yagi-9,270,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2411,4,,yagi-9,90,,,,8,,10,RG-58,,,,,,,terminated
1321,64,Lotek-6347,2472,1,,yagi-9,180,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2472,2,,yagi-9,240,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2472,3,,yagi-9,300,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2472,4,,yagi-9,0,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2472,5,,yagi-9,60,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2472,6,,yagi-9,120,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2494,1,,yagi-9,270,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2494,2,,yagi-9,90,,,,9,,,,,,,,,,terminated
1321,64,Lotek-6347,2494,3,,yagi-9,0,,,,10,,,,,,,,,,terminated
1321,64,Lotek-6347,2494,4,,yagi-9,180,,,,10,,,,,,,,,,terminated
1321,64,Lotek-6347,2913,1,,yagi-9,270,,,,9,,,RG-58,,,,,,,deployed
1321,64,Lotek-6347,2913,2,,yagi-9,90,,,,9,,,RG-58,,,,,,,deployed
1321,64,Lotek-6347,2913,3,,yagi-9,180,,,,9,,,RG-58,,,,,,,deployed
1321,64,Lotek-6347,2913,4,,yagi-9,0,,,,9,,,RG-58,,,,,,,deployed
1322,64,Lotek-8206,2358,1,,yagi-9,270,,,,9,,,RG-58,,,,,,,terminated
1322,64,Lotek-8206,2358,2,,yagi-9,90,,,,9,,,RG-58,,,,,,,terminated
